---
source_url: https://www.youtube.com/watch?v=V_jJvPjytSg
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: ff336dc2c0d83d475fa0ca07f86ad406d3ca701588bcac35db9ab13576527d6f
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2928.936000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/V_jJvPjytSg_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[2547.42 -> 2549.26] Google找創意一個聯發科
[2549.26 -> 2550.18] 那創意的營收
[2550.18 -> 2552.66] 你看這個累積營收
[2552.66 -> 2553.98] 是100%
[2553.98 -> 2555.02] 所以符合剛剛講的
[2555.02 -> 2556.14] 新產品新市長的説
[2556.14 -> 2557.54] 在成長大
[2557.54 -> 2559.38] 這種成長很大的
[2559.38 -> 2560.22] 然後呢
[2560.22 -> 2562.46] 營收這個古本很小的
[2562.46 -> 2564.14] 又是台積電敵張子
[2564.14 -> 2566.14] 我相信創意大家也不末生
[2566.14 -> 2567.42] 所以我就簡單
[2567.42 -> 2568.70] 就說泡專業餘
[2568.70 -> 2570.46] 大家看創意其實還是看
[2570.46 -> 2571.58] 明年的特斯拉
[2571.58 -> 2573.18] 還有今年的這個固告
[2573.18 -> 2574.22] 我覺得這個部分
[2574.22 -> 2577.50] 也是我所定整個產業這一串
[2577.50 -> 2578.78] 這一串
[2578.78 -> 2579.38] 好
[2579.38 -> 2583.06] 那當然最後就是用至一個紅鏡
[2583.06 -> 2584.42] 用至大家看一下他從
[2584.42 -> 2585.98] 成電很漂亮
[2585.98 -> 2587.62] 一方面就是分盤
[2587.62 -> 2589.98] 本來大家想說一頭間裡打出來了
[2589.98 -> 2591.02] 要上去了
[2591.02 -> 2591.66] 圈頭要補
[2591.66 -> 2592.46] 又被分盤
[2592.46 -> 2593.42] 他幹嘛分盤
[2593.42 -> 2594.62] 就是他也沒
[2594.62 -> 2595.58] 就是長太多
[2595.58 -> 2596.98] 有時候這個聯訊長停
[2596.98 -> 2597.86] 或者是說
[2597.86 -> 2598.90] 因為他的獲獵
[2598.90 -> 2600.06] 我穿了率高嘛
[2600.06 -> 2601.66] 我就算本一比太高
[2601.66 -> 2602.70] 不太高
[2602.70 -> 2605.38] 大家是預估說他今年三十幾嘛
[2605.38 -> 2607.58] 那明年已經有了預估到反背
[2607.58 -> 2610.38] 可是以去年來看15塊嘛
[2610.38 -> 2612.14] 而今年低級是賺六塊
[2612.14 -> 2613.06] 大家就想說
[2613.06 -> 2614.98] 因為政交所的那個規定
[2614.98 -> 2617.02] 是用過去的分益比嘛
[2617.02 -> 2618.90] 15塊來看這1000多
[2618.90 -> 2621.10] 大家就覺得北比好像很高了
[2621.10 -> 2621.98] 100塊
[2621.98 -> 2623.98] 可是上大家看的都是未來
[2623.98 -> 2624.54] 所以我覺得
[2624.54 -> 2627.30] 用至其實現行也是收發收過
[2627.30 -> 2628.74] 既現都還沒破
[2628.74 -> 2630.14] 這個部分呢
[2630.14 -> 2631.90] 其實有幾個老大在前面
[2631.90 -> 2633.72] 所以大家知道研發科
[2633.72 -> 2634.94] 或是這個Google
[2634.94 -> 2637.06] 他們很喜歡原本用方Factor
[2637.06 -> 2638.94] 後來發現台灣的比較好
[2638.94 -> 2640.54] 好不好像望細
[2640.54 -> 2641.74] 這個金色
[2641.74 -> 2644.50] 因為這幾個都是毛利率
[2644.50 -> 2646.66] 大概在這個五成左右的
[2646.66 -> 2647.90] 都是能打的
[2647.90 -> 2649.06] 那龍頭呢
[2649.06 -> 2650.50] 就是說他們 Benin之後
[2650.50 -> 2652.26] 到最後端的這個測試
[2652.26 -> 2653.34] 就是紅劑
[2653.34 -> 2655.54] 所以其實我看產業是一整萬
[2655.54 -> 2658.26] 那紅劑的獲領看單季
[2658.26 -> 2659.66] 大概25塊
[2659.66 -> 2661.42] 所以法輪遇估說
[2661.42 -> 2663.38] 今年是100多塊
[2663.38 -> 2664.62] 基本上我覺得
[2664.62 -> 2666.34] 你把第一季25
[2666.34 -> 2667.58] 隨便稱於是
[2667.58 -> 2669.86] 就有可能是雙位三位數
[2669.86 -> 2671.66] 所以這個也是屬於說
[2671.66 -> 2673.30] 他剛掛牌
[2673.30 -> 2676.06] 但是是台股的這個股後的候選呢
[2676.06 -> 2677.70] 他之前長到八千多
[2677.70 -> 2678.82] 也是屬於高價格
[2678.82 -> 2680.62] 所以這個主持有覺得
[2680.62 -> 2682.06] 接下來不論跌
[2682.06 -> 2683.62] 或者是說有些雜誼
[2683.62 -> 2684.62] 用一些我的氣勇珠
[2684.62 -> 2685.46] 或是一些看法
[2685.46 -> 2687.26] 就是還不錯的也想法
[2687.26 -> 2688.26] 不過我覺得這裡面
[2688.26 -> 2689.82] 也個東西比較困難
[2689.82 -> 2691.18] 例如說發歌好了
[2691.18 -> 2692.66] 有沒有也知道今年
[2692.66 -> 2694.26] 大家對他EPS的預估
[2694.26 -> 2696.86] 就是可能比去年沒有辦法成長
[2696.86 -> 2698.10] 然後有看到報告
[2698.10 -> 2700.66] 是說後年EPS突然變成400塊錢
[2700.66 -> 2701.94] 可是這個中間
[2701.94 -> 2702.94] 你一定會遇到很多人
[2702.94 -> 2704.14] 顛波的事情
[2704.14 -> 2705.30] 搞不好他到明年
[2705.30 -> 2706.78] 也還沒有大幅成長
[2706.78 -> 2707.14] 是
[2707.14 -> 2707.78] 我們要怎麼知道
[2707.78 -> 2709.34] 評價已經整體提升
[2709.34 -> 2710.78] 不是只看手機了
[2710.78 -> 2712.34] 就是對一般的觀眾來說
[2712.34 -> 2714.98] 會有一點難抓到這個中間的秘訣
[2714.98 -> 2715.54] OK
[2715.54 -> 2717.62] 那我今天這一大就是說
[2717.62 -> 2718.62] 第一個就是說
[2718.62 -> 2720.06] 除了多看報告
[2720.26 -> 2722.46] 然後去看整個市場
[2722.46 -> 2724.18] 還有他的農圖的份為意
[2724.18 -> 2725.74] 還是一樣連手記律的
[2725.74 -> 2727.74] 如果說大家都認同
[2727.74 -> 2729.10] 我常常跟這個
[2729.10 -> 2731.38] 我的這個學友或我媽媽講
[2731.38 -> 2732.90] 我媽媽也說我老鼓掛
[2732.90 -> 2734.38] 他就挑我五個裡面
[2734.38 -> 2735.74] 套老的鼓掛
[2735.74 -> 2736.58] 我說媽
[2736.58 -> 2738.54] 為什麼你要買我賠錢的鼓掛
[2738.54 -> 2740.02] 他做買B便宜
[2740.02 -> 2741.22] 我高興
[2741.22 -> 2742.86] 我說幫媽媽母親大了
[2742.86 -> 2745.30] 買鼓掛跟兒子一起承諾一起賠錢
[2745.30 -> 2746.38] 有了一起出
[2746.38 -> 2747.98] 要找市場認同
[2747.98 -> 2749.66] 所以市場認同就第一個
[2749.66 -> 2751.26] 相對鼓價強勢
[2751.26 -> 2753.26] 如果大盤疊破月線
[2753.26 -> 2755.02] 發歌還手助月線
[2755.02 -> 2756.62] 用這個相對鼓價強勢
[2756.62 -> 2757.42] 第二個當然
[2757.42 -> 2759.10] 你在所謂的資產的分配
[2759.10 -> 2760.38] 還有所謂的族群
[2760.38 -> 2762.62] 跟這個產業的一個手吸度裡面
[2762.62 -> 2763.74] 我覺得一方面
[2763.74 -> 2765.58] 先手助自己的這個紀律
[2765.58 -> 2767.74] 一方面耐心的等待機會
[2767.74 -> 2769.34] 所以文件控封線
[2769.34 -> 2770.46] 耐心等機會
[2770.46 -> 2772.46] 然後呢紀律才能創造財富
[2772.46 -> 2774.30] 你先求不傷身
[2774.30 -> 2775.98] 我發歌要買在記憶
[2775.98 -> 2777.74] 或者是我發歌要分
[2777.74 -> 2779.34] 100鼓100鼓買
[2779.34 -> 2781.58] 我覺得這樣子在交易的方法
[2781.58 -> 2782.78] 還有一些記憶方法
[2782.78 -> 2785.10] 會戰與利於不敗之地
[2785.10 -> 2786.06] 不要再聽完
[2786.06 -> 2787.10] 就把它衝進去
[2787.10 -> 2788.62] 然後就把子彈用光
[2788.62 -> 2790.06] 我覺得好的公司
[2790.06 -> 2791.34] 有時候要等待
[2791.34 -> 2794.06] 那有時候要這個場啟的追蹤觀察
[2794.06 -> 2794.70] 那我覺得
[2794.70 -> 2795.90] 如果他真的是好
[2795.90 -> 2796.94] 記憶不會破
[2796.94 -> 2798.62] 那法說會跟這個本意比
[2798.62 -> 2800.70] 我覺得都會造得他方式走
[2800.70 -> 2801.98] 大概是這個樣子
[2801.98 -> 2803.18] 好 那像紅鏡
[2803.18 -> 2804.62] 因為他是超級高價國
[2804.62 -> 2806.22] 一度有長到八千多塊
[2806.22 -> 2807.42] 所以有點難評估
[2807.42 -> 2808.62] 我覺得可能是法人盤
[2808.62 -> 2810.46] 一般審護不太容易買得到
[2810.46 -> 2812.22] 現在突然之間用破劑線
[2812.22 -> 2812.62] 漂亮
[2812.62 -> 2813.26] 小朋友
[2813.26 -> 2816.06] 但可能對長來說是漂亮
[2816.06 -> 2818.06] 可是對於想朋友要如何評估
[2818.06 -> 2819.90] 紅鏡真正可以入手的點
[2819.90 -> 2821.50] 除了分批盡場之外
[2821.50 -> 2822.86] 一招就是說
[2822.86 -> 2824.38] 強勢股論人賺錢
[2824.38 -> 2825.58] 因為其實我們在節目
[2825.58 -> 2827.34] 講的時候其實才一兩千塊
[2827.34 -> 2828.14] 對 好
[2828.14 -> 2830.78] 破五是現在食物超過萬一半
[2830.78 -> 2832.78] 所以你股票連會不會賣錯
[2832.78 -> 2835.02] 回越線少助你再買回來
[2835.02 -> 2836.46] 或者是越線破
[2836.46 -> 2837.90] 像這個越線破之後
[2837.90 -> 2839.34] 沒贊我回去逃攝
[2839.34 -> 2840.30] 再破劑線 再破劑線
[2840.30 -> 2841.34] 再破劑線 再破劑線
[2841.34 -> 2842.70] 必須做停力
[2842.70 -> 2844.46] 好 好像已經他顧過回去很大了
[2844.46 -> 2847.10] 就算你對他有堅定的信仰
[2847.10 -> 2848.86] 好 這個你必須要做停力
[2848.86 -> 2850.78] 因為有可能他反應到明年
[2850.78 -> 2852.78] 或是他洗到脫皮
[2852.78 -> 2854.06] 你那個時候一方面
[2854.06 -> 2855.26] 就是我剛剛打分批
[2855.26 -> 2855.58] 是
[2855.58 -> 2856.38] 不要尷尬
[2856.38 -> 2858.38] 要方面你停力完之後
[2858.38 -> 2860.46] 回到半年線或者是劑線
[2860.46 -> 2862.30] 你才更有體氣進場
[2862.30 -> 2863.90] 我覺得這個是一般閃護
[2863.90 -> 2866.22] 最常用我覺得很實用
[2866.22 -> 2867.82] 不然大家就爆上爆下
[2867.82 -> 2869.42] 長到八千塊以外
[2869.42 -> 2871.02] 好 疊破我是誰也不賣
[2871.02 -> 2873.42] 長停不賣 跌下說等反彈
[2873.42 -> 2874.62] 好 那這個盤長
[2874.62 -> 2875.82] 我還是看好
[2875.82 -> 2877.42] 盤長不賣長也不賣疊不賣
[2877.42 -> 2878.46] 我覺得都不對
[2878.46 -> 2879.90] 破劑線就賣一半
[2879.90 -> 2881.42] 你有前進口袋了
[2881.42 -> 2883.66] 再破越線其實你是停力的
[2883.66 -> 2884.70] 這樣我縮漂亮
[2884.70 -> 2886.54] 因為我在越線已經賣掉
[2886.54 -> 2888.22] 所以強勢股基本上
[2888.22 -> 2889.74] 三天要站為
[2889.74 -> 2890.86] 再看三天
[2890.86 -> 2892.78] 這個部分因為今天剛破
[2892.78 -> 2893.74] 沒有出量
[2893.74 -> 2894.62] 再看三天
[2894.62 -> 2897.02] 所以搭配的一些交易策略
[2897.02 -> 2898.86] 然後重把追蹤跟記錄線型
[2898.86 -> 2900.38] 然後真產業的生路
[2900.38 -> 2902.70] 我覺得大家如果把這一塊補起來
[2902.70 -> 2904.54] 他們本來就會這一些
[2904.54 -> 2906.54] 我覺得這個是穩賺不賠
[2906.54 -> 2907.74] 好
[2907.74 -> 2909.58] 今天非常謝謝隊長
[2909.58 -> 2911.26] 但是一般的投資朋友
[2911.26 -> 2912.38] 有機會去
[2912.38 -> 2914.86] 拜訪公司說聽法說之類的嗎
[2914.86 -> 2915.90] 有啊 滿長的
[2915.90 -> 2916.62] 因為現在是
[2916.62 -> 2917.82] 一般民眾可以投資聽法
[2917.82 -> 2918.78] 而且還有線上
[2918.78 -> 2920.62] YouTube本上就交署
[2920.62 -> 2922.46] 在101一樣或是不會買中線
[2922.46 -> 2924.22] 很多人都直接在線上看
[2924.22 -> 2926.06] 然後還有一些鑽傷半的
[2926.06 -> 2926.62] 很多
[2926.62 -> 2928.62] 其實你跟你的一個人講
