---
source_url: https://www.youtube.com/watch?v=Or-gZxDhTS0
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 73fababa407f363d98a2d358d0150173ae7a4098442903663de4f4d8556274da
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2929.992000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/Or-gZxDhTS0_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[2627.94 -> 2629.02] 跟這個
[2629.02 -> 2630.42] 結果跟國際一樣
[2630.42 -> 2631.82] 總的這個4500塊
[2631.82 -> 2633.02] 基本上這兩個月
[2633.02 -> 2633.82] 直接拉升到
[2633.82 -> 2635.82] 現在以前526了
[2635.82 -> 2636.14] 對
[2636.14 -> 2637.02] 快來前六
[2637.02 -> 2639.42] 今天基本上雖然收黑黑黑黑
[2639.42 -> 2640.66] 可是它基本上是比
[2640.66 -> 2641.38] 鑽的還高
[2641.38 -> 2642.02] 是
[2642.02 -> 2642.22] 對
[2642.22 -> 2643.02] 那這一面來講
[2643.02 -> 2644.02] 就是說你也發現
[2644.02 -> 2644.62] 一樣就是說
[2644.62 -> 2645.86] 他古票一定有一些
[2645.86 -> 2646.62] 因素在
[2646.62 -> 2647.82] 就是說整個來講
[2647.82 -> 2649.98] 當然這個升級大會
[2649.98 -> 2650.82] 就是因為大家會
[2650.82 -> 2651.42] 有一個
[2651.42 -> 2652.70] 大概是跟這個
[2652.70 -> 2653.62] 所謂的
[2653.62 -> 2654.42] 他今天也很大
[2654.42 -> 2655.82] 說差不多時間
[2655.82 -> 2656.82] 那最主要當然
[2656.82 -> 2658.22] 聚焦在幾個
[2658.22 -> 2658.90] 就是說
[2658.90 -> 2661.18] 他的一些 AI 加藥物加零唇
[2661.18 -> 2662.50] 事業的部分
[2662.50 -> 2663.70] 那主要我覺得
[2663.70 -> 2665.10] 要有這些東西
[2665.10 -> 2665.50] 是
[2665.50 -> 2667.50] 第一個當然有新藥的地方
[2667.50 -> 2668.70] 對新藥題材
[2668.70 -> 2669.50] 他對他來講
[2669.50 -> 2671.10] 就是一個大的一個利多
[2671.10 -> 2672.10] 那並過來講
[2672.10 -> 2673.30] 我等一下會講一下
[2673.30 -> 2673.90] 就是說
[2673.90 -> 2674.90] 你如果自己沒辦法
[2674.90 -> 2676.10] 去研發這新藥
[2676.10 -> 2676.50] 對
[2676.50 -> 2678.50] 你要能夠向水國際一樣
[2678.50 -> 2679.90] 去買很多的一些
[2679.90 -> 2680.40] 公司
[2680.40 -> 2681.30] 並進來以後
[2681.30 -> 2682.42] 擴大他的也歸
[2682.42 -> 2683.90] 連想力很歐
[2683.90 -> 2685.70] 類似這樣的一個概念
[2685.70 -> 2687.50] 那CDMO
[2687.50 -> 2688.50] 就類似
[2688.50 -> 2690.50] 比如說像排機的這種概念
[2690.50 -> 2690.70] 就是說
[2690.70 -> 2692.50] 我自己
[2692.50 -> 2693.50] 不做嘛
[2693.50 -> 2694.70] 自己不銷售
[2694.70 -> 2695.20] 可是我可以
[2695.20 -> 2696.50] 基本上幫你設計
[2696.50 -> 2697.50] 對
[2697.50 -> 2699.50] 幫你設計幫你做這些
[2699.50 -> 2701.50] 一些資料的一個部分
[2701.50 -> 2702.50] 所以這塊當然
[2702.50 -> 2703.50] 就是類似
[2703.50 -> 2705.50] 所謂的一個寶貝
[2705.50 -> 2706.70] 那寶貝物
[2706.70 -> 2707.50] 比較好才啊
[2707.50 -> 2708.50] 因為它寶貝比較低
[2708.50 -> 2709.50] 寶貝不高
[2709.50 -> 2710.50] 所以
[2710.50 -> 2711.50] 這裡我們大概
[2711.50 -> 2712.50] 拿刷帥給大家看一下
[2712.50 -> 2713.50] 好的
[2713.50 -> 2714.50] 那樣我會
[2714.50 -> 2715.50] 公司這麼厲害
[2715.50 -> 2716.50] 就是說他自己研發
[2716.50 -> 2717.50] 自己製造
[2717.50 -> 2718.00] 對
[2718.00 -> 2718.50] 所以這也來講
[2718.50 -> 2719.50] 就是說他的寶貝最高
[2719.50 -> 2721.50] 870.87
[2721.50 -> 2722.50] 對
[2722.50 -> 2723.50] 那如果他的藥已經開始
[2723.50 -> 2725.50] 營貨的那市長上
[2725.50 -> 2726.50] 對
[2726.50 -> 2727.50] 還有重要的一個藥來講
[2727.50 -> 2728.50] 那基本上
[2728.50 -> 2729.50] 你看他說
[2729.50 -> 2731.50] 他二零二零古道二十六塊多
[2731.50 -> 2732.50] 怎麼有點像IP古
[2732.50 -> 2733.50] 對
[2733.50 -> 2734.50] 對
[2734.50 -> 2735.50] 有本一點很高
[2735.50 -> 2737.50] 但是我8倍的一本一筆
[2737.50 -> 2738.50] 但明年可能會比這個
[2738.50 -> 2739.50] 還更高
[2739.50 -> 2740.50] 三十左右
[2740.50 -> 2742.50] 可是這個本一筆確實已經高了
[2742.50 -> 2743.50] 那每十來一項
[2743.50 -> 2745.50] 他就屬於病漏型
[2745.50 -> 2746.50] 那為什麼要病漏型
[2746.50 -> 2747.50] 因為你看他毛遠高
[2747.50 -> 2749.50] 他大概毛流到50%以上
[2749.50 -> 2751.50] 那去年來講大概在
[2751.50 -> 2752.50] 8塊
[2752.50 -> 2753.50] 今年大概Go20塊
[2753.50 -> 2754.50] 今年明年會更高
[2754.50 -> 2755.50] 那我們來看這樣圖
[2755.50 -> 2756.50] 可能會比較清楚
[2756.50 -> 2757.50] 好
[2757.50 -> 2758.50] 就是說
[2758.50 -> 2759.50] 為什麼說這個
[2759.50 -> 2760.50] 因為凱吉巴
[2760.50 -> 2761.50] 凱吉巴
[2761.50 -> 2763.50] 因為他那個時候二零二八年以後
[2763.50 -> 2765.50] 他可以讓他的這個
[2765.50 -> 2767.50] Go子來講多超過二十塊的一筆
[2767.50 -> 2768.50] 對
[2768.50 -> 2770.50] 對他200塊當然是很有吸引力
[2770.50 -> 2771.50] 那原因在哪裡
[2771.50 -> 2772.50] 就是說
[2772.50 -> 2773.50] 他能夠這樣子一個拉升
[2773.50 -> 2774.50] 他的一批什麼
[2774.50 -> 2776.50] 因為明年大概Go到二七塊
[2776.50 -> 2777.50] 原因是在於說
[2777.50 -> 2778.50] 他的利息
[2778.50 -> 2780.50] 大概1.4億一年
[2780.50 -> 2781.50] 累金
[2781.50 -> 2783.50] 他才26億的一個股本
[2783.50 -> 2784.50] 對
[2784.50 -> 2785.50] 他計畫的時候
[2785.50 -> 2786.50] 慢慢把它做一個
[2786.50 -> 2788.50] 財務的一個整合以後
[2788.50 -> 2789.50] 他讓他說
[2789.50 -> 2791.50] 你說降到一年加花
[2791.50 -> 2792.50] 一年第一年
[2792.50 -> 2793.50] 今年就可以做了
[2793.50 -> 2794.50] 那這裡就可以提升到
[2794.50 -> 2796.50] 大概12億的
[2796.50 -> 2797.50] 台幣的路上
[2797.50 -> 2798.50] 等於是多了半個股本
[2798.50 -> 2799.50] 所以我認為說
[2799.50 -> 2800.50] 如果這樣的情況下
[2800.50 -> 2801.50] 來講
[2801.50 -> 2803.50] 慢慢的當然就是
[2803.50 -> 2804.50] 利息慢慢降下來
[2804.50 -> 2805.50] 他基本上
[2805.50 -> 2807.50] 他的獲得你這麼快提升上
[2807.50 -> 2808.50] 所以我覺得說
[2808.50 -> 2809.50] 這一次來講
[2809.50 -> 2810.50] 我覺得滿有機會
[2810.50 -> 2812.50] 因為他的收一陣的不錯
[2812.50 -> 2813.50] 那以他的現進來講
[2813.50 -> 2814.50] 這個真的
[2814.50 -> 2815.50] 我覺得是滿漂亮
[2815.50 -> 2816.50] 真的
[2816.50 -> 2817.50] 因為他曾經也標果
[2817.50 -> 2818.50] 到369
[2818.50 -> 2819.50] 我還以下掉200塊
[2819.50 -> 2821.50] 他走就是一個很盤
[2821.50 -> 2822.50] 兩個月的一個很盤
[2822.50 -> 2823.50] 整理做
[2823.50 -> 2825.50] 過今年是第一跟的一個
[2825.50 -> 2826.50] 肚貨量
[2826.50 -> 2827.50] 量又起來
[2827.50 -> 2828.50] 這個來講就是
[2828.50 -> 2829.50] 他過去來講一樣
[2830.50 -> 2832.50] 當一個量恭喜來以後
[2832.50 -> 2833.50] 如果他的一個
[2833.50 -> 2834.50] 營收跟收影
[2834.50 -> 2835.50] 能夠慢慢明顯的
[2835.50 -> 2836.50] 一個展現出來
[2836.50 -> 2837.50] 其他離他高點
[2837.50 -> 2838.50] 位置很高
[2838.50 -> 2839.50] 所以
[2839.50 -> 2840.00] 就是說
[2840.00 -> 2840.50] 剛這種很盤
[2840.50 -> 2841.50] 突破現在很難找
[2841.50 -> 2842.50] 我覺得是這樣
[2842.50 -> 2843.50] 我不要來講
[2843.50 -> 2844.50] 就是一個必風感
[2844.50 -> 2845.50] 沒錯
[2845.50 -> 2846.50] 因為剛剛有提到
[2846.50 -> 2847.50] 美國
[2847.50 -> 2848.50] 也爸以前放到升級1.1
[2848.50 -> 2849.50] 沒有種
[2849.50 -> 2850.50] 就是一個必風感
[2850.50 -> 2851.50] 你而且又有實質的
[2851.50 -> 2852.50] EPS做支撐
[2852.50 -> 2853.50] 非常謝謝
[2853.50 -> 2854.50] 三哥
[2854.50 -> 2855.50] 好
[2855.50 -> 2856.50] 他盤手的邏輯
[2856.50 -> 2857.50] 非常之輕心
[2857.50 -> 2858.50] 當我們都很希望
[2858.50 -> 2860.50] 說我之前追上去
[2860.50 -> 2861.50] 這些被動員見
[2861.50 -> 2862.50] 等等的
[2862.50 -> 2863.50] 掉下來是一個好機會
[2863.50 -> 2864.50] 但是他說
[2864.50 -> 2865.50] 你要看線
[2865.50 -> 2866.50] 其實是破線的
[2866.50 -> 2867.50] 是要走的
[2867.50 -> 2868.50] 而且最好在過程
[2868.50 -> 2869.50] 中用移動停力
[2869.50 -> 2870.50] 不要怕自己
[2870.50 -> 2871.50] 賣費
[2871.50 -> 2872.50] 中間有獲利路帶
[2872.50 -> 2873.50] 才是比較重要的
[2873.50 -> 2874.50] 因為現在
[2874.50 -> 2875.50] 被動員見的龍頭
[2875.50 -> 2877.50] 過去有破線的問題
[2877.50 -> 2878.50] 反而是應該試度的
[2878.50 -> 2879.50] 第一
[2879.50 -> 2880.50] 資金去找
[2880.50 -> 2881.50] 6月1收窗高
[2881.50 -> 2882.50] 可是非常優秀
[2882.50 -> 2883.50] 腳在機現附近
[2883.50 -> 2884.50] 停船
[2884.50 -> 2885.50] 好色
[2885.50 -> 2886.50] 反彈有機會
[2886.50 -> 2887.50] 再來
[2887.50 -> 2888.50] 不妨就移動到
[2888.50 -> 2889.50] 6乎像BPU
[2889.50 -> 2890.50] 現在排面上
[2890.50 -> 2891.50] 比較算是
[2891.50 -> 2892.50] 車門排要腳
[2892.50 -> 2893.50] 以及升技股是一個
[2893.50 -> 2894.50] 濾風港
[2894.50 -> 2895.50] 也有領頭羊叫要華要
[2895.50 -> 2896.50] 已經衝出來了
[2896.50 -> 2897.50] 這邊都是
[2897.50 -> 2898.50] 一個好的
[2898.50 -> 2899.50] 資金布局的想法
[2899.50 -> 2900.50] 提供給您
[2900.50 -> 2901.50] 好
[2901.50 -> 2902.50] 今天非常謝謝三位
[2902.50 -> 2903.50] 的名來到線上
[2903.50 -> 2904.50] 最新的盤式的變動
[2904.50 -> 2905.50] 讓大家會覺得
[2905.50 -> 2907.50] 自護買熱門股
[2907.50 -> 2908.50] 一項子就有套老的問題
[2908.50 -> 2909.50] 是臺灣交搭家
[2909.50 -> 2911.50] 資金要慢慢地打入
[2911.50 -> 2912.50] 而且要觀察
[2912.50 -> 2913.50] 排面上的動向
[2913.50 -> 2914.50] 因為現在量能說起來
[2915.50 -> 2916.50] 最好是找
[2916.50 -> 2917.50] 已經修正過
[2917.50 -> 2918.50] 可是已經修去
[2918.50 -> 2919.50] 持續往上走的
[2919.50 -> 2920.50] 因為現在不一定
[2920.50 -> 2921.50] 會有一個強衡
[2921.50 -> 2922.50] 想法
[2922.50 -> 2923.50] 是會來回洗
[2923.50 -> 2924.50] 說要喔
[2924.50 -> 2925.50] 那希望今天
[2925.50 -> 2926.50] 禮拜登
[2926.50 -> 2927.50] 就有對應投資有幫助
[2927.50 -> 2928.50] 明天再回囉
[2928.50 -> 2929.50] 拜拜
