---
source_url: https://www.youtube.com/watch?v=kMQpMKFxXkM
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 486e09adfa58d0a51770b74a6a7b945fe159881e71f104d5744b6bca7134459a
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2918.784000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/kMQpMKFxXkM_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[2692.95 -> 2693.99] 中錯的時候
[2693.99 -> 2694.95] 細放看到
[2694.95 -> 2696.95] 股價還沒有增長
[2696.95 -> 2698.79] 多久沒看到他長庭了
[2698.79 -> 2700.07] 那為什麼長庭呢
[2700.07 -> 2700.87] 先看到
[2700.87 -> 2702.71] 去年一片是賺了14.6
[2702.71 -> 2703.83] 配習11塊半
[2703.83 -> 2705.75] 直率率有3.2%
[2705.75 -> 2707.27] 所以看到這地方
[2707.27 -> 2708.47] 最近這個
[2708.47 -> 2709.91] 反滿多這個
[2709.91 -> 2711.03] 主動是一貼服
[2711.03 -> 2712.71] 開始選擇這種高股系的
[2712.71 -> 2713.91] 所以這種各股
[2713.91 -> 2715.51] 就會成為這地方
[2715.51 -> 2717.27] 所謂的鎖定的焦點
[2717.27 -> 2718.39] 最近愛希社技中
[2718.39 -> 2719.59] 地本裏比的各股
[2719.59 -> 2720.47] 反而看到
[2720.47 -> 2722.55] 都有大戶在做一個價值
[2722.55 -> 2724.23] 那當然股價已經到了
[2724.23 -> 2726.31] 三十又上角的位置
[2726.31 -> 2727.59] 那又上角的股票
[2727.59 -> 2728.71] 我們說其實不管在
[2728.71 -> 2729.83] 又上角又現在叫
[2729.83 -> 2731.35] 先找志成在說
[2731.35 -> 2732.47] 那志成的部分
[2732.47 -> 2734.23] 我們就觀察6月29號
[2734.23 -> 2735.75] 這裡有一個實際線
[2735.75 -> 2736.71] 在做洗盤
[2736.71 -> 2738.07] 西完盤過高
[2738.07 -> 2739.43] 過那天實際線高點
[2739.43 -> 2740.23] 完成之後
[2740.23 -> 2741.59] 回測都有手助
[2741.59 -> 2742.55] 所以目前來看
[2742.55 -> 2743.59] 多方結構就是
[2743.59 -> 2744.55] 這跟實際線
[2744.55 -> 2744.95] 低點
[2744.95 -> 2746.55] 但天大概才三零六點五
[2746.55 -> 2747.43] 比要去跌破
[2747.43 -> 2748.15] 我認為說
[2748.15 -> 2748.79] 這一個部分
[2748.79 -> 2749.83] 還是有機會這樣子
[2749.83 -> 2751.67] 在親前多頭排列之下
[2751.67 -> 2753.03] 繼續往上
[2753.03 -> 2754.71] 又上角繼續走上去
[2754.71 -> 2757.35] 當然如果覺得不想去追高的話
[2757.35 -> 2758.79] 有一些同樣有高值
[2758.79 -> 2759.75] 低率提拆
[2759.75 -> 2761.27] 它國家才又下角的
[2761.27 -> 2762.55] 它是也可以觀察
[2762.55 -> 2763.75] 連連集團的圓像
[2763.75 -> 2765.99] 這個股價打混相當之旧
[2765.99 -> 2767.83] 對 可是這是周線土
[2767.83 -> 2768.87] 所以最終可以
[2768.87 -> 2770.23] 其實上個禮拜周線
[2770.23 -> 2771.83] 有拉了一根長紅棒
[2771.83 -> 2773.43] 兩能開始來做真溫
[2773.43 -> 2775.83] 投信來做一個加持的動作
[2775.83 -> 2776.63] 最主要就是
[2776.63 -> 2778.79] 去年一批是賺了十二塊三週
[2778.79 -> 2779.51] 太市了
[2779.51 -> 2780.23] 非常不錯
[2780.23 -> 2781.83] 也會不會再加持
[2781.83 -> 2783.51] 那這個所以最近有看到
[2783.51 -> 2785.27] 高古系的一體的部分
[2785.27 -> 2787.27] 找這種古價相對低膽
[2787.27 -> 2788.55] 直立率高的各股
[2788.55 -> 2790.31] 所以提翻來做一個進場
[2790.31 -> 2792.15] 不只投信最近幾級
[2792.15 -> 2793.51] 大陸也有連三週
[2793.51 -> 2794.87] 再做正式的回到
[2794.87 -> 2795.83] 所以古價的部分
[2795.83 -> 2796.87] 就可以觀察
[2796.87 -> 2798.07] 它在六月二十六號
[2798.07 -> 2799.35] 這裡有一根長黑黑
[2799.35 -> 2800.71] 大概撒下去之後
[2800.71 -> 2801.91] 各個下一個禮拜
[2801.91 -> 2802.79] 馬上過高
[2802.79 -> 2804.23] 所以這個部分我們就會觀察
[2804.23 -> 2805.59] 那天低點二月
[2805.59 -> 2806.63] 不要去跌破
[2806.63 -> 2808.23] 我覺得又下角的股票
[2808.23 -> 2809.51] 原下這地方拉回
[2809.51 -> 2811.03] 也是可以注意
[2811.03 -> 2811.83] 那還有一打
[2811.83 -> 2813.51] 想說之前也介紹過
[2813.51 -> 2814.23] 最近是古價
[2814.23 -> 2815.59] 慢慢地開始加溫
[2815.59 -> 2817.59] 去年一批是賺了七個五本
[2817.59 -> 2819.67] 好配襲高達45塊
[2819.67 -> 2821.51] 那也是最近這個地方
[2821.51 -> 2823.75] 高古系一貼服在新增的成分股
[2823.75 -> 2825.51] 同時大陸也有連三週
[2825.51 -> 2826.55] 買朝的動作
[2826.55 -> 2827.75] 古價才一千多
[2827.75 -> 2829.19] 總共相對低估的各股
[2829.19 -> 2829.99] 是不是最近
[2829.99 -> 2831.35] 投信已經開始加碼
[2831.35 -> 2833.19] 之下可以多加來做留意
[2833.19 -> 2834.95] 以前是想當當的股票
[2834.95 -> 2835.67] 沒錯
[2835.67 -> 2837.43] 那這段時間也算看底
[2837.43 -> 2839.03] 我想想說算滿抗疊的
[2839.03 -> 2840.23] 大家可以留意
[2840.23 -> 2841.19] 準備非常謝謝
[2841.19 -> 2842.47] 謝謝大家
[2842.47 -> 2844.07] 好 先龍今天沒有拿
[2844.07 -> 2844.63] 聖子
[2844.63 -> 2846.23] 他有提到許見的事情
[2846.23 -> 2848.63] 過去長期幫我們追蹤大戶的籌碼
[2848.63 -> 2849.83] 但是近幾個教育日
[2849.83 -> 2850.95] 其實看得出來
[2850.95 -> 2852.79] 滿多篤群大戶是比較
[2852.79 -> 2854.23] 才在保守方
[2854.23 -> 2855.27] 是特異唱的
[2855.27 -> 2856.95] 古票市場就是這樣長長
[2856.95 -> 2858.79] 疊疊其實產業區市的前景
[2858.79 -> 2860.07] 沒有太大的改變
[2860.07 -> 2862.23] 而記憶體為什麼大戶會保守呢
[2862.23 -> 2863.51] 就是因為有一點擔心
[2863.51 -> 2866.07] 擴產這件事情已經出來了
[2866.07 -> 2867.35] 還是餅值的
[2867.35 -> 2869.35] 買上部買下會比較安全
[2869.35 -> 2870.39] 但不妨來看一下
[2870.39 -> 2871.99] IC設計股是少數
[2871.99 -> 2874.15] 現在大戶有點算是要禁住
[2874.15 -> 2875.59] 而且股價有滿多
[2875.59 -> 2877.27] 都還在所謂的右下腳
[2877.27 -> 2878.23] 惑利也不錯
[2878.23 -> 2879.35] 直立率也不錯
[2879.35 -> 2882.63] 這邊提供了很好的一個保護散提供給您
[2882.63 -> 2883.67] 好 今天非常謝謝
[2883.67 -> 2884.87] 大家來到現場
[2884.87 -> 2885.67] 台股最近
[2885.67 -> 2887.27] 都是波動比較大
[2887.27 -> 2889.03] 但是已經連續大概一個禮拜
[2889.03 -> 2891.11] 亮能說起來是長次比較官望
[2891.11 -> 2893.51] 大戶也是比較保守的狀況下
[2893.51 -> 2895.51] 不妨等這個籌碼喜一起
[2895.51 -> 2897.03] 剛剛的來賓都有提到
[2897.03 -> 2899.43] 接下來就優先選擇龍頭股
[2899.43 -> 2900.31] 加拿只好
[2900.31 -> 2902.55] 有之類率甚至6元元收棒的
[2902.55 -> 2903.67] 這樣就方向了
[2903.67 -> 2904.87] 那今天你台單秀
[2904.87 -> 2905.91] 對您投資有幫助
[2905.91 -> 2907.43] 明天再會了 拜拜
